episode,timestep,reward
80,2000,24.975
167,4000,23.0
224,6000,35.0
273,8000,40.7551
311,10000,52.2105
342,12000,64.4194
362,14000,97.35
383,16000,95.0476
398,18000,133.3333
413,20000,137.3333
424,22000,172.8182
437,24000,156.1538
445,26000,250.375
452,28000,293.7143
457,30000,400.8
463,32000,302.3333
468,34000,421.6
473,36000,419.4
478,38000,350.0
483,40000,446.2
487,42000,420.25
491,44000,498.5
495,46000,500.0
499,48000,493.75
503,50000,500.0
