episode,timestep,reward
94,2000,21.266
199,4000,18.8476
328,6000,15.5969
465,8000,14.5839
587,10000,16.459
707,12000,16.5333
819,14000,17.7232
931,16000,18.0446
1122,18000,10.4974
1305,20000,10.9454
1486,22000,11.0608
