episode,timestep,reward
91,2000,21.9451
185,4000,21.2553
307,6000,16.3279
426,8000,16.8992
535,10000,18.2752
639,12000,19.2308
752,14000,17.7522
855,16000,19.3495
1006,18000,13.2384
1158,20000,13.1842
1307,22000,13.4161
