episode,timestep,reward
81,2000,24.5802
175,4000,21.234
234,6000,33.7288
287,8000,37.6981
324,10000,54.2973
365,12000,48.7073
387,14000,87.2273
409,16000,90.5909
422,18000,148.9231
436,20000,147.6429
445,22000,201.3333
455,24000,211.9
462,26000,278.8571
470,28000,263.625
475,30000,374.8
481,32000,361.6667
486,34000,343.4
491,36000,419.2
496,38000,377.8
501,40000,401.0
506,42000,462.2
