episode,timestep,reward
92,2000,21.7174
195,4000,19.2621
256,6000,32.4098
326,8000,28.8
365,10000,51.6154
400,12000,57.2857
422,14000,89.8182
443,16000,87.5714
458,18000,142.2
473,20000,135.7333
480,22000,281.1429
488,24000,235.375
494,26000,352.5
500,28000,327.0
504,30000,463.0
509,32000,380.4
514,34000,436.6
518,36000,464.5
523,38000,445.0
528,40000,334.2
532,42000,494.0
537,44000,419.8
542,46000,456.6
546,48000,431.5
550,50000,500.0
