episode,timestep,reward
89,2000,22.427
181,4000,21.6848
255,6000,26.5405
328,8000,27.9041
370,10000,47.7143
413,12000,46.093
432,14000,96.7368
456,16000,83.4583
467,18000,169.8182
484,20000,133.0588
493,22000,222.1111
502,24000,224.0
509,26000,266.1429
517,28000,263.625
524,30000,275.2857
530,32000,298.3333
536,34000,347.3333
542,36000,358.5
546,38000,408.5
551,40000,464.2
556,42000,417.2
560,44000,467.5
565,46000,439.2
569,48000,464.0
573,50000,476.5
