episode,timestep,reward
99,2000,20.0909
199,4000,20.07
267,6000,29.1618
341,8000,27.2297
381,10000,49.9
439,12000,34.2759
463,14000,80.2917
486,16000,87.2174
502,18000,125.0625
513,20000,183.0
520,22000,264.4286
529,24000,228.6667
535,26000,344.0
544,28000,229.7778
549,30000,327.2
553,32000,484.0
558,34000,471.6
562,36000,452.75
567,38000,445.4
571,40000,449.0
575,42000,500.0
579,44000,475.75
583,46000,500.0
587,48000,500.0
591,50000,500.0
